id,name,supertype,hp,evolvesFrom,convertedRetreatCost,number,artist,rarity
ex4-15,Team Aqua's Mightyena,Pokémon,70,Team Aqua's Poochyena,1,15,Shin-ichi Yoshikawa,Rare
sm115-17,Lapras,Pokémon,120,,2,17,kodama,Rare
swshp-SWSH005,Meowth VMAX,Pokémon,300,Meowth V,2,SWSH005,aky CG Works,Promo
pop5-10,Charmander δ,Pokémon,50,,1,10,Mitsuhiro Arita,Common
si1-18,Primeape,Pokémon,60,Mankey,1,18,Naoyo Kimura,
swsh2-8,Lombre,Pokémon,90,Lotad,1,8,Miki Tanaka,Uncommon
bwp-BW08,Oshawott,Pokémon,60,,1,BW08,Mitsuhiro Arita,Promo
bw11-18,Charmeleon,Pokémon,90,Charmander,2,18,Akira Komayama,Uncommon
gym2-17,Blaine,Trainer,,,,17,Ken Sugimori,Rare Holo
sma-SV7,Charmeleon,Pokémon,80,Charmander,2,SV7,nagimiso,Rare Shiny
ex5-9,Machamp,Pokémon,120,Machoke,2,9,Hajime Kusajima,Rare Holo
swsh1-14,Rillaboom,Pokémon,170,Thwackey,3,14,Anesaki Dynamic,Rare Holo
dp1-15,Skuntank,Pokémon,90,Stunky,1,15,Hiroaki Ito,Rare Holo
dc1-6,Team Aqua's Kyogre-EX,Pokémon,190,,4,6,nagimiso,Rare Ultra
bw6-15,Roserade,Pokémon,90,Roselia,1,15,Shin Nagasawa,Rare
pl1-17,Weavile G,Pokémon,80,,,17,Makoto Imai,Rare Holo
hgss1-16,Butterfree,Pokémon,120,Metapod,,16,Tomokazu Komiya,Rare
dv1-17,Druddigon,Pokémon,110,,2,17,kawayoo,Rare Holo
xy4-13,Krabby,Pokémon,70,,2,13,kirisAki,Common
bw3-7,Crustle,Pokémon,100,Dwebble,3,7,Naoyo Kimura,Uncommon
xy12-7,Beedrill,Pokémon,120,Kakuna,,7,Ken Sugimori,Rare
bw4-15,Pansear,Pokémon,70,,1,15,James Turner,Common
hgss2-14,Crobat,Pokémon,110,Golbat,,14,kawayoo,Rare
sm10-8,Vileplume,Pokémon,140,Gloom,3,8,Suwama Chiaki,Rare Holo
base4-16,Raichu,Pokémon,80,Pikachu,1,16,Ken Sugimori,Rare Holo
sm9-16,Ninetales,Pokémon,100,Vulpix,1,16,You Iribi,Rare
pl4-15,Cherrim,Pokémon,80,Cherubi,1,15,Midori Harada,Rare
dp5-6,Kabutops,Pokémon,120,Kabuto,2,6,Kouki Saitou,Rare Holo
hgss4-17,Ditto,Pokémon,40,,1,17,match,Rare
ex2-9,Mawile,Pokémon,60,,1,9,Mitsuhiro Arita,Rare Holo
det1-16,Lickitung,Pokémon,100,,3,16,MPC Film,Common
dp6-6,Heatran,Pokémon,100,,4,6,Kent Kanetsuna,Rare Holo
hgss3-12,Drifblim,Pokémon,90,Drifloon,,12,Kagemaru Himeno,Rare
xy3-6,Shroomish,Pokémon,60,,1,6,Kyoko Umemoto,Common
dv1-18,Exp. Share,Trainer,,,,18,Ryo Ueda,
bw2-8,Leavanny,Pokémon,130,Swadloon,1,8,Masakazu Fukuda,Rare
bw8-13,Amoonguss,Pokémon,90,Foongus,2,13,5ban Graphics,Uncommon
bw8-11,Maractus,Pokémon,90,,1,11,Shigenori Negishi,Uncommon
ex11-16,Tyranitar δ,Pokémon,120,Pupitar,2,16,Mitsuhiro Arita,Rare Holo
hgss2-13,Blastoise,Pokémon,130,Wartortle,3,13,Masakazu Fukuda,Rare
ecard1-6,Charizard,Pokémon,120,Charmeleon,3,6,Hiromichi Sugiyama,Rare Holo
hsp-HGSS05,Hoothoot,Pokémon,50,,1,HGSS05,Masakazu Fukuda,Promo
sm5-16,Dewpider,Pokémon,60,,1,16,Midori Harada,Common
ex3-13,Crawdaunt,Pokémon,80,Corphish,1,13,Kagemaru Himeno,Rare
ex1-7,Gardevoir,Pokémon,100,Kirlia,2,7,Ken Sugimori,Rare Holo
ru1-14,Bastiodon,Pokémon,120,Shieldon,4,14,Pokemon Rumble,
gym2-16,Sabrina's Alakazam,Pokémon,80,Sabrina's Kadabra,3,16,Ken Sugimori,Rare Holo
hgss4-16,Carnivine,Pokémon,80,,2,16,Ryo Ueda,Rare
dp4-11,Togekiss,Pokémon,120,Togetic,1,11,Kent Kanetsuna,Rare Holo
swsh1-13,Thwackey,Pokémon,100,Grookey,2,13,Akira Komayama,Uncommon
neo2-6,Kabutops,Pokémon,90,Kabuto,2,6,Kimiya Masago,Rare Holo
xy7-15,Entei,Pokémon,130,,2,15,Mitsuhiro Arita,Rare Holo
ex13-13,Omastar δ,Pokémon,110,Omanyte,2,13,Midori Harada,Rare Holo
sm7-10,Sceptile,Pokémon,140,Grovyle,1,10,Mitsuhiro Arita,Rare
smp-SM08,Litten,Pokémon,60,,1,SM08,Kouki Saitou,Promo
sm11-7,Sewaddle,Pokémon,50,,1,7,Shigenori Negishi,Common
bw7-14,Cottonee,Pokémon,50,,1,14,sui,Common
pl2-11,Rampardos GL,Pokémon,90,,1,11,Suwama Chiaki,Rare Holo
swsh3-8,Karrablast,Pokémon,60,,1,8,Mizue,Common
bw10-17,Lapras,Pokémon,100,,2,17,Kouki Saitou,Common
xyp-XY06,Yveltal,Pokémon,130,,2,XY06,5ban Graphics,Promo
ex12-17,Gorebyss,Pokémon,70,Clamperl,,17,Atsuko Nishida,Rare
ex14-12,Tauros,Pokémon,70,,1,12,Hajime Kusajima,Rare Holo
xy9-6,Kricketune,Pokémon,90,Kricketot,1,6,Suwama Chiaki,Uncommon
ex10-15,Sudowoodo,Pokémon,60,,1,15,Tomokazu Komiya,Rare Holo
hsp-HGSS06,Noctowl,Pokémon,90,Hoothoot,1,HGSS06,Masakazu Fukuda,Promo
det1-17,Ditto,Pokémon,60,,1,17,MPC Film,Rare Ultra
pop5-11,Meowth δ,Pokémon,40,,1,11,Mitsuhiro Arita,Common
base5-13,Dark Vileplume,Pokémon,60,Dark Gloom,2,13,Kagemaru Himeno,Rare Holo
xy10-16,Dewgong,Pokémon,120,Seel,3,16,Naoyo Kimura,Uncommon
ex13-14,Pidgeot δ,Pokémon,100,Pidgeotto,1,14,Kouki Saitou,Rare Holo
dp3-19,Suicune,Pokémon,70,,1,19,Ryo Ueda,Rare Holo
gym1-15,Brock,Trainer,,,,15,Ken Sugimori,Rare Holo
pop9-15,Pikachu,Pokémon,60,,1,15,Midori Harada,Common
dp2-8,Feraligatr,Pokémon,130,Croconaw,2,8,Kazuyuki Kano,Rare Holo
pop3-13,Eevee,Pokémon,50,,1,13,Masakazu Fukuda,Common
ecard2-H19,Ninetales,Pokémon,80,Vulpix,1,H19,Kagemaru Himeno,Rare Holo
neo1-8,Kingdra,Pokémon,90,Seadra,2,8,Ken Sugimori,Rare Holo
dc1-7,Team Aqua's Grimer,Pokémon,70,,2,7,kawayoo,Common
sm10-9,Venonat,Pokémon,60,,1,9,kirisAki,Common
sm2-15,Salandit,Pokémon,70,,1,15,TOKIYA,Common
bw7-15,Whimsicott,Pokémon,80,Cottonee,1,15,Kagemaru Himeno,Rare
sm7-10a,Sceptile,Pokémon,140,Grovyle,1,10a,Hitoshi Ariga,Rare Holo
pop8-9,Night Maintenance,Trainer,,,,9,Ryo Ueda,Uncommon
xy4-14,Kingler,Pokémon,100,Krabby,3,14,match,Uncommon
pop4-14,Squirtle,Pokémon,50,,1,14,Atsuko Nishida,Common
ex1-8,Hariyama,Pokémon,90,Makuhita,2,8,Naoyo Kimura,Rare Holo
ex5-10,Medicham,Pokémon,80,Meditite,1,10,Atsuko Nishida,Rare Holo
base1-16,Zapdos,Pokémon,90,,3,16,Ken Sugimori,Rare Holo
hsp-HGSS07,Feraligatr,Pokémon,140,Croconaw,3,HGSS07,Kent Kanetsuna,Promo
base3-17,Articuno,Pokémon,70,,2,17,Mitsuhiro Arita,Rare
mcd16-7,Scraggy,Pokémon,60,,2,7,Tomokazu Komiya,
sm4-9,Accelgor,Pokémon,90,Shelmet,1,9,tetsuya koizumi,Uncommon
ex11-19,Azumarill δ,Pokémon,80,Marill,2,19,Atsuko Nishida,Rare
swsh35-18,Hatenna,Pokémon,60,,1,18,Akira Komayama,Common
hsp-HGSS08,Meganium,Pokémon,150,Bayleef,2,HGSS08,Noriko Hotta,Promo
xy2-20,Pyroar,Pokémon,110,Litleo,2,20,5ban Graphics,Rare Holo
bwp-BW09,Zoroark,Pokémon,100,Zorua,1,BW09,Naoki Saito,Promo
sm2-16,Salazzle,Pokémon,110,Salandit,1,16,Mitsuhiro Arita,Rare
pop8-10,Rare Candy,Trainer,,,,10,Ryo Ueda,Uncommon
pop9-16,Piplup,Pokémon,50,,1,16,Midori Harada,Common
hgss4-18,Dragonite,Pokémon,140,Dragonair,4,18,Mitsuhiro Arita,Rare
neo2-7,Magnemite,Pokémon,40,,1,7,"K. Hoshiba, CR CG gangs",Rare Holo
sm75-14,Salazzle,Pokémon,110,Salandit,1,14,Naoki Saito,Uncommon
pl1-18,Altaria,Pokémon,90,Swablu,1,18,Naoyo Kimura,Rare
pl2-12,Roserade GL,Pokémon,80,,1,12,Kanako Eo,Rare Holo
ex7-16,Dark Muk,Pokémon,80,Grimer,1,16,Mitsuhiro Arita,Rare
ex14-13,Wigglytuff,Pokémon,90,Jigglypuff,2,13,Mitsuhiro Arita,Rare Holo
bw1-13,Deerling,Pokémon,60,,1,13,Atsuko Nishida,Common
swsh3-9,Shelmet,Pokémon,70,,3,9,Megumi Mizutani,Common
ex2-10,Sableye,Pokémon,60,,1,10,Hajime Kusajima,Rare Holo
sm75-15,Horsea,Pokémon,40,,1,15,Yukiko Baba,Common
ex7-17,Dark Raticate,Pokémon,70,Rattata,,17,Kouki Saitou,Rare
basep-13,Venusaur,Pokémon,100,Ivysaur,2,13,Ken Sugimori,Promo
xy1-16,Spewpa,Pokémon,80,Scatterbug,3,16,5ban Graphics,Uncommon
bw4-17,Darumaka,Pokémon,80,,3,17,Atsuko Nishida,Common
xy6-13,Victini,Pokémon,70,,1,13,Kouki Saitou,Rare
swsh2-10,Surskit,Pokémon,50,,1,10,Masakazu Fukuda,Common
ex8-15,Slaking,Pokémon,120,Vigoroth,3,15,Mitsuhiro Arita,Rare Holo
base4-18,Venusaur,Pokémon,100,Ivysaur,2,18,Mitsuhiro Arita,Rare Holo
sm6-11,Pheromosa,Pokémon,110,,,11,Hitoshi Ariga,Rare Holo
col1-17,Ninetales,Pokémon,90,Vulpix,1,17,TOKIYA,Rare Holo
bw3-9,Foongus,Pokémon,40,,1,9,match,Common
pop5-12,Pikachu,Pokémon,50,,1,12,Naoyo Kimura,Common
ex15-7,Nidoqueen δ,Pokémon,100,Nidorina,2,7,Kouki Saitou,Rare Holo
sm3-14,Dewpider,Pokémon,60,,1,14,Kouki Saitou,Common
xy4-15,Totodile,Pokémon,60,,1,15,Kagemaru Himeno,Common
sm7-11,Seedot,Pokémon,40,,1,11,miki kudo,Common
ex3-16,Girafarig,Pokémon,70,,1,16,Midori Harada,Rare
xy7-17,Volcarona,Pokémon,100,Larvesta,1,17,Kyoko Umemoto,Rare Holo
xyp-XY07,Xerneas-EX,Pokémon,170,,2,XY07,5ban Graphics,Promo
xy11-19,Monferno,Pokémon,80,Chimchar,1,19,Mizue,Uncommon
hgss1-18,Exeggutor,Pokémon,90,Exeggcute,2,18,Miki Tanaka,Rare
ex14-14,Blastoise,Pokémon,120,Wartortle,2,14,Kouki Saitou,Rare
neo3-15,Aerodactyl,Pokémon,60,Mysterious Fossil,2,15,Shin-ichi Yoshida,Rare
dp7-8,Raichu,Pokémon,90,Pikachu,,8,Kagemaru Himeno,Rare Holo
dp3-20,Venusaur,Pokémon,130,Ivysaur,3,20,Kazuyuki Kano,Rare Holo
pop6-16,Starly,Pokémon,50,,1,16,Masakazu Fukuda,Common
xy9-8,Lilligant,Pokémon,80,Petilil,1,8,Shin Nagasawa,Rare
sm11-9,Leavanny,Pokémon,120,Swadloon,1,9,Kagemaru Himeno,Rare
hgss3-13,Forretress,Pokémon,80,Pineco,2,13,Kagemaru Himeno,Rare
sm1-16,Morelull,Pokémon,60,,1,16,Saya Tsuruta,Common
bw4-18,Litwick,Pokémon,60,,1,18,Kanako Eo,Common
xy12-10,Charmeleon,Pokémon,80,Charmander,1,10,Mitsuhiro Arita,Uncommon
sm1-17,Shiinotic,Pokémon,100,Morelull,2,17,Mizue,Rare Holo
bw7-17,Lilligant,Pokémon,80,Petilil,1,17,Kanako Eo,Rare
ex7-18,Dark Sandslash,Pokémon,70,Sandshrew,,18,Masakazu Fukuda,Rare
sm4-10,Skiddo,Pokémon,70,,1,10,Naoki Saito,Common
ecard2-H21,Scizor,Pokémon,80,Scyther,2,H21,Hisao Nakamura,Rare Holo
sm3-15,Araquanid,Pokémon,100,Dewpider,1,15,Naoki Saito,Rare
dv1-20,Super Rod,Trainer,,,,20,5ban Graphics,Rare Holo
hgss1-19,Farfetch'd,Pokémon,60,,1,19,Aya Kusube,Rare
bw9-15,Lampent,Pokémon,80,Litwick,1,15,Kagemaru Himeno,Uncommon
g1-8,Tangela,Pokémon,80,,2,8,match,Common
dp4-14,Butterfree,Pokémon,120,Metapod,,14,Sumiyoshi Kizuki,Rare
bw1-15,Tepig,Pokémon,60,,1,15,Kouki Saitou,Common
base6-17,Ninetales,Pokémon,80,Vulpix,1,17,Ken Sugimori,Rare Holo
dp7-9,Regigigas,Pokémon,100,,4,9,Masakazu Fukuda,Rare Holo
pop2-11,TV Reporter,Trainer,,,,11,Ken Sugimori,Uncommon
xy6-14,Fletchinder,Pokémon,70,Fletchling,,14,Naoyo Kimura,Uncommon
xyp-XY08,Yveltal-EX,Pokémon,170,,2,XY08,5ban Graphics,Promo
dpp-DP18,Palkia LV.X,Pokémon,120,Palkia,3,DP18,Ryo Ueda,Promo
xy9-9,Durant,Pokémon,70,,1,9,Kouki Saitou,Uncommon
xy10-17,Omanyte,Pokémon,80,Helix Fossil Omanyte,2,17,Shigenori Negishi,Uncommon
neo2-9,Poliwrath,Pokémon,90,Poliwhirl,2,9,Shin-ichi Yoshida,Rare Holo
pop3-15,Marshtomp,Pokémon,70,Mudkip,1,15,Midori Harada,Common
bw2-10,Cottonee,Pokémon,50,,1,10,Kagemaru Himeno,Common
sm8-15,Pineco,Pokémon,60,,2,15,Misa Tsutsui,Common
swsh4-14,Ninjask,Pokémon,60,Nincada,,14,Tomokazu Komiya,Rare
xy1-17,Vivillon,Pokémon,130,Spewpa,1,17,5ban Graphics,Rare Holo
ecard2-H20,Octillery,Pokémon,80,Remoraid,2,H20,Kouki Saitou,Rare Holo
sm35-7,Shaymin,Pokémon,70,,1,7,Mizue,Rare Holo
xy8-12,Chesnaught BREAK,Pokémon,190,Chesnaught,,12,5ban Graphics,Rare BREAK
dpp-DP17,Dialga LV.X,Pokémon,110,Dialga,2,DP17,Ryo Ueda,Promo
swsh4-13,Nincada,Pokémon,40,,1,13,Sekio,Common
pop4-15,Treecko δ,Pokémon,40,,1,15,Masakazu Fukuda,Common
dv1-19,First Ticket,Trainer,,,,19,5ban Graphics,
bw8-14,Moltres-EX,Pokémon,170,,1,14,Eske Yoshinob,Rare Holo EX
ex10-17,Typhlosion,Pokémon,110,Quilava,1,17,Hajime Kusajima,Rare Holo
ex12-20,Lunatone,Pokémon,60,,1,20,Hisao Nakamura,Rare
col1-18,Pachirisu,Pokémon,60,,1,18,Noriko Hotta,Rare Holo
bw3-10,Amoonguss,Pokémon,90,Foongus,2,10,Kagemaru Himeno,Uncommon
bw6-18,Vulpix,Pokémon,60,,1,18,MAHOU,Common
mcd16-8,Jigglypuff,Pokémon,60,,1,8,Kanako Eo,
neo1-10,Meganium,Pokémon,100,Bayleef,3,10,Ken Sugimori,Rare Holo
neo3-16,Celebi,Pokémon,50,,1,16,Sumiyoshi Kizuki,Rare
xy2-21,Qwilfish,Pokémon,80,,1,21,Kouki Saitou,Rare
sm7-12,Seedot,Pokémon,60,,2,12,Misa Tsutsui,Common
np-7,Treecko,Pokémon,40,,1,7,Ken Sugimori,Promo
bw11-20,Vulpix,Pokémon,60,,1,20,Masakazu Fukuda,Common
xy7-18,Volcarona,Pokémon,110,Larvesta,2,18,Kagemaru Himeno,Rare
pl3-16,Articuno,Pokémon,100,,2,16,Mitsuhiro Arita,Rare
base3-18,Ditto,Pokémon,50,,1,18,Keiji Kinebuchi,Rare
dp2-9,Garchomp,Pokémon,130,Gabite,,9,Kazuyuki Kano,Rare Holo
bw2-9,Cottonee,Pokémon,40,,1,9,Atsuko Nishida,Common
ex4-17,Team Aqua's Seviper,Pokémon,80,,2,17,Jungo Suzuki,Rare
dp4-13,Beedrill,Pokémon,110,Kakuna,,13,Kouki Saitou,Rare
xy0-11,Panpour,Pokémon,70,,1,11,Shin Nagasawa,
sm9-19,Moltres,Pokémon,120,,2,19,Shin Nagasawa,Rare Holo
ex9-18,Relicanth,Pokémon,70,,1,18,Atsuko Nishida,Rare
sm2-17,Turtonator,Pokémon,110,,3,17,Shin Nagasawa,Rare
dp6-8,Luxray,Pokémon,120,Luxio,,8,Mitsuhiro Arita,Rare Holo
dp5-9,Mewtwo,Pokémon,90,,2,9,Kent Kanetsuna,Rare Holo
xy4-16,Croconaw,Pokémon,80,Totodile,2,16,Sumiyoshi Kizuki,Uncommon
sm5-19,Magmortar,Pokémon,130,Magmar,3,19,nagimiso,Rare Holo
pop8-11,Roseanne's Research,Trainer,,,,11,Kanako Eo,Uncommon
hgss3-14,Hariyama,Pokémon,100,Makuhita,3,14,Tomokazu Komiya,Rare
swsh35-19,Hattrem,Pokémon,90,Hatenna,2,19,Hitoshi Ariga,Uncommon
dp3-21,Absol,Pokémon,70,,1,21,Ken Sugimori,Rare
pop5-13,Pikachu δ,Pokémon,40,,1,13,Ryo Ueda,Common
pop9-17,Turtwig,Pokémon,60,,2,17,Midori Harada,Common
swshp-SWSH008,Galarian Perrserker,Pokémon,120,Galarian Meowth,2,SWSH008,Akira Komayama,Promo
sm12-17,Rowlet,Pokémon,50,,1,17,Yuka Morii,Common
pl3-17,Butterfree FB,Pokémon,90,,1,17,Lee HyunJung,Rare
xy5-17,Volbeat,Pokémon,70,,1,17,Tomokazu Komiya,Common
pop1-17,Tyranitar ex,Pokémon,150,Pupitar,4,17,Hisao Nakamura,Rare
gym2-20,Sabrina,Trainer,,,,20,Ken Sugimori,Rare Holo
ex8-16,Deoxys,Pokémon,70,,1,16,Hironobu Yoshida,Rare
hsp-HGSS09,Typhlosion,Pokémon,140,Quilava,2,HGSS09,Wataru Kawahara,Promo
base3-19,Dragonite,Pokémon,100,Dragonair,1,19,Kagemaru Himeno,Rare
bw5-13,Entei-EX,Pokémon,180,,3,13,Shizurow,Rare Holo EX
dp2-10,Honchkrow,Pokémon,90,Murkrow,1,10,Kazuyuki Kano,Rare Holo
sm10-10,Venonat,Pokémon,60,,1,10,Yuka Morii,Common
dc1-9,Team Aqua's Seviper,Pokémon,90,,1,9,Naoki Saito,Common
neo4-16,Miracle Energy,Energy,,,,16,Milky Isobe,Rare Holo
gym2-19,Koga,Trainer,,,,19,Ken Sugimori,Rare Holo
ex6-12,Raichu,Pokémon,80,Pikachu,1,12,Midori Harada,Rare Holo
dp6-7,Kingdra,Pokémon,130,Seadra,1,7,Mitsuhiro Arita,Rare Holo
sm5-18,Magmar,Pokémon,80,,2,18,Yumi,Common
bw6-17,Foongus,Pokémon,40,,1,17,Shin Nagasawa,Common
bw10-19,Octillery,Pokémon,90,Remoraid,1,19,5ban Graphics,Uncommon
swsh3-10,Accelgor,Pokémon,90,Shelmet,,10,Shigenori Negishi,Rare
pop4-16,Wobbuffet,Pokémon,80,,2,16,Kagemaru Himeno,Common
ex3-17,Magneton,Pokémon,70,Magnemite,1,17,Midori Harada,Rare
dp1-17,Torterra,Pokémon,140,Grotle,4,17,Masahiko Ishii,Rare Holo
base2-10,Scyther,Pokémon,70,,,10,Ken Sugimori,Rare Holo
bwp-BW10,Axew,Pokémon,50,,1,BW10,Masakazu Fukuda,Promo
ex5-11,Metagross,Pokémon,100,Metang,2,11,Kouki Saitou,Rare Holo
ex15-8,Ninetales δ,Pokémon,70,Vulpix,,8,Hajime Kusajima,Rare Holo
pop6-17,Turtwig,Pokémon,60,,2,17,Masakazu Fukuda,Common
smp-SM11,Bruxish,Pokémon,110,,2,SM11,Mizue,Promo
neo4-17,Dark Ariados,Pokémon,60,Spinarak,2,17,Toshinao Aoki,Rare
basep-14,Mewtwo,Pokémon,70,,2,14,Benimaru Itoh,Promo
swsh2-11,Masquerain,Pokémon,90,Surskit,1,11,chibi,Uncommon
ecard3-H14,Ledian,Pokémon,70,Ledyba,,H14,Hikaru Koike,Rare Holo
base5-15,Here Comes Team Rocket!,Trainer,,,,15,Ken Sugimori,Rare Holo
ex4-18,Team Aqua's Sharpedo,Pokémon,70,Team Aqua's Carvanha,,18,Katsura Tabata,Rare
swsh1-17,Blipbug,Pokémon,40,,1,17,Mina Nakai,Common
sm115-19,Pikachu,Pokémon,70,,1,19,Kagemaru Himeno,Common
sm35-8,Virizion,Pokémon,110,,1,8,kawayoo,Rare Holo
sm35-9,Shining Genesect,Pokémon,130,,2,9,Hitoshi Ariga,Rare Shining
bw8-16,Monferno,Pokémon,80,Chimchar,1,16,Masakazu Fukuda,Uncommon
sm6-12,Alolan Marowak,Pokémon,120,Cubone,2,12,Suwama Chiaki,Rare
xy2-22,Feebas,Pokémon,30,,1,22,Shigenori Negishi,Common
ex3-18,Ninjask,Pokémon,70,Nincada,,18,Hajime Kusajima,Rare
bwp-BW11,Pansage,Pokémon,60,,1,BW11,Akira Komayama,Promo
sm12-18,Rowlet,Pokémon,60,,1,18,Saya Tsuruta,Common
xy3-8,Shelmet,Pokémon,60,,3,8,sui,Common
dp3-22,Arcanine,Pokémon,100,Growlithe,2,22,Kouki Saitou,Rare
dp2-11,Lumineon,Pokémon,80,Finneon,1,11,Mitsuhiro Arita,Rare Holo
neo2-10,Scizor,Pokémon,80,Scyther,2,10,Kimiya Masago,Rare Holo
ex10-18,Ursaring,Pokémon,80,Teddiursa,2,18,Atsuko Nishida,Rare Holo
swsh3-11,Rowlet,Pokémon,50,,1,11,HYOGONOSUKE,Common
hgss1-20,Feraligatr,Pokémon,130,Croconaw,2,20,kawayoo,Rare
bw7-18,Charmander,Pokémon,70,,2,18,Akira Komayama,Common
sm8-16,Shuckle,Pokémon,60,,1,16,Masakazu Fukuda,Uncommon
xyp-XY09,Garchomp-EX,Pokémon,170,,2,XY09,Ryo Ueda,Promo
pl4-17,Gengar,Pokémon,120,Haunter,,17,Mitsuhiro Arita,Rare
xy12-11,Charizard,Pokémon,150,Charmeleon,3,11,Mitsuhiro Arita,Rare Holo
hsp-HGSS10,Latias,Pokémon,80,,1,HGSS10,Wataru Kawahara,Promo
sm9-20,Litten,Pokémon,60,,1,20,sui,Common
dc1-10,Team Magma's Baltoy,Pokémon,50,,1,10,Mitsuhiro Arita,Common
ex16-9,Gardevoir,Pokémon,100,Kirlia,2,9,Midori Harada,Rare Holo
pl2-15,Beedrill,Pokémon,110,Kakuna,1,15,Kagemaru Himeno,Rare
ex7-19,Dark Tyranitar,Pokémon,120,Dark Pupitar,2,19,Nakaoka,Rare
ex1-12,Slaking,Pokémon,120,Vigoroth,3,12,Ken Sugimori,Rare Holo
bw6-20,Magmar,Pokémon,80,,2,20,Kagemaru Himeno,Common
hgss1-21,Furret,Pokémon,80,Sentret,1,21,MAHOU,Rare
xy1-19,Gogoat,Pokémon,110,Skiddo,2,19,5ban Graphics,Rare Holo
smp-SM13,Oranguru,Pokémon,120,,2,SM13,Mitsuhiro Arita,Promo
sm6-13,Heatran,Pokémon,130,,3,13,tetsuya koizumi,Rare
pop3-17,Ho-Oh ex,Pokémon,110,,2,17,Mitsuhiro Arita,Rare
hgss3-16,Honchkrow,Pokémon,90,Murkrow,2,16,Masakazu Fukuda,Rare
g1-9,Pinsir,Pokémon,100,,2,9,Satoshi Shirai,Rare
pl4-18,Glalie,Pokémon,90,Snorunt,1,18,Hiroki Fuchino,Rare
ex3-19,Salamence,Pokémon,100,Shelgon,2,19,Kouki Saitou,Rare
pl1-20,Bastiodon,Pokémon,130,Shieldon,4,20,Kagemaru Himeno,Rare
gym2-22,Brock's Dugtrio,Pokémon,60,Brock's Diglett,1,22,Ken Sugimori,Rare
ex10-19,Vaporeon,Pokémon,70,Eevee,1,19,Atsuko Nishida,Rare Holo
xy8-14,Spewpa,Pokémon,70,Scatterbug,2,14,Saya Tsuruta,Uncommon
bwp-BW12,Zorua,Pokémon,60,,1,BW12,Tomokazu Komiya,Promo
swsh3-12,Dartrix,Pokémon,80,Rowlet,1,12,Mitsuhiro Arita,Uncommon
xy9-11,Arcanine,Pokémon,110,Growlithe,2,11,match,Uncommon
base4-21,Beedrill,Pokémon,80,Kakuna,,21,Ken Sugimori,Rare
sm7-14,Shiftry-GX,Pokémon,240,Nuzleaf,2,14,PLANETA Igarashi,Rare Holo GX
ecard2-H22,Slowking,Pokémon,80,Slowpoke,1,H22,Aya Kusube,Rare Holo
sm2-19,Alolan Sandshrew,Pokémon,60,,1,19,Mizue,Common
bw9-17,Reshiram,Pokémon,130,,2,17,Shin Nagasawa,Rare Holo
ex8-18,Deoxys,Pokémon,70,,1,18,Hironobu Yoshida,Rare
bw4-20,Chandelure,Pokémon,120,Lampent,2,20,5ban Graphics,Rare Holo
hgss4-21,Elekid,Pokémon,30,,,21,TOKIYA,Rare
sm11-11,Crustle,Pokémon,120,Dwebble,3,11,Tomokazu Komiya,Rare
dp1-19,Beautifly,Pokémon,100,Silcoon,1,19,Atsuko Nishida,Rare
dp6-10,Metagross,Pokémon,120,Metang,3,10,Kent Kanetsuna,Rare Holo
ecard3-H16,Magcargo,Pokémon,80,Slugma,3,H16,Hajime Kusajima,Rare Holo
dp3-23,Banette,Pokémon,80,Shuppet,1,23,Kouki Saitou,Rare
ecard2-H23,Steelix,Pokémon,100,Onix,4,H23,Hajime Kusajima,Rare Holo
ex14-18,Fearow δ,Pokémon,60,Spearow,1,18,Kouki Saitou,Rare
base3-21,Haunter,Pokémon,50,Gastly,,21,Ken Sugimori,Rare
base4-22,Dragonair,Pokémon,80,Dratini,2,22,Mitsuhiro Arita,Rare
bw7-20,Charizard,Pokémon,160,Charmeleon,3,20,hatachu,Rare Holo
pop8-14,Happiny,Pokémon,60,,1,14,Yuka Morii,Common
bw11-23,Victini,Pokémon,60,,1,23,Tomokazu Komiya,Rare Holo
sm11-12,Karrablast,Pokémon,70,,2,12,Ken Sugimori,Common
ex4-21,Team Magma's Mightyena,Pokémon,70,Team Magma's Poochyena,1,21,Shin-ichi Yoshikawa,Rare
pop2-13,Cacnea,Pokémon,40,,1,13,Ken Sugimori,Common
ex3-20,Shelgon,Pokémon,80,Bagon,2,20,Mitsuhiro Arita,Rare
sm75-17,Seadra,Pokémon,90,Horsea,1,17,Yumi,Uncommon
swsh4-16,Genesect,Pokémon,120,,2,16,kawayoo,Rare Holo
xy9-12,Numel,Pokémon,80,,3,12,MAHOU,Common
pl1-21,Beautifly,Pokémon,120,Silcoon,,21,Suwama Chiaki,Rare
pl2-17,Drapion E4,Pokémon,100,,3,17,Kouki Saitou,Rare
xy0-14,Greninja,Pokémon,140,Frogadier,1,14,5ban Graphics,
basep-17,Dark Persian,Pokémon,60,Meowth,,17,Ken Sugimori,Promo
hgss1-22,Granbull,Pokémon,90,Snubbull,3,22,Ken Sugimori,Rare
neo1-13,Skarmory,Pokémon,60,,2,13,Ken Sugimori,Rare Holo
neo2-12,Tyranitar,Pokémon,100,Pupitar,3,12,Hironobu Yoshida,Rare Holo
xy4-19,Lumineon,Pokémon,80,Finneon,1,19,sui,Uncommon
bw5-16,Combusken,Pokémon,80,Torchic,1,16,Sumiyoshi Kizuki,Uncommon
